"No.","Stream index","Time","Source","Destination","Protocol","Length","Info","Http Time","iRTT","Time since first frame in this TCP stream","The RTT to ACK the segment was","Time to live","Total Length IP Frame","Bytes in flight (http payload)","Bytes in flight"
"15716","1367","252.818136","37.120.249.45","192.168.0.100","HTTP","251","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.001533000","0.578631000","","61","237","185","185"
"15718","1369","252.879340","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002035000","0.389669000","","61","237","185","185"
"15730","1369","253.082216","37.120.249.45","192.168.0.100","HTTP","251","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.002035000","0.592545000","","61","237","185","185"
"15732","1371","253.149666","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001062000","0.410069000","","61","237","185","185"
"15769","1373","253.664973","37.120.249.45","192.168.0.100","HTTP","271","GET / HTTP/1.1 ","","0.003185000","0.262947000","","61","257","205","205"
"15792","1375","253.899125","37.120.249.45","192.168.0.100","HTTP","287","GET / HTTP/1.1 ","","0.001678000","0.378633000","","61","273","221","221"
"15807","1375","254.111211","37.120.249.45","192.168.0.100","HTTP","287","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.001678000","0.590719000","","61","273","221","221"
"15817","1378","254.184244","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001347000","0.424648000","","61","241","189","189"
"15874","1380","254.864312","37.120.249.45","192.168.0.100","HTTP","263","GET / HTTP/1.1 ","","0.004720000","0.395362000","","61","249","197","197"
"15882","1382","254.974250","37.120.249.45","192.168.0.100","HTTP","263","GET / HTTP/1.1 ","","0.009711000","0.272667000","","61","249","197","197"
"15890","1384","255.094201","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.013501000","0.376754000","","61","237","185","185"
"15937","1387","255.909384","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001558000","0.269996000","","61","237","185","185"
"15956","1389","256.143068","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002075000","0.398791000","","61","237","185","185"
"15968","1391","256.414106","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001627000","0.422740000","","61","237","185","185"
"16004","1393","256.911382","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001895000","0.396527000","","61","237","185","185"
"16023","1395","257.165972","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002152000","0.391627000","","61","237","185","185"
"16038","1397","257.452540","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001697000","0.427389000","","61","237","185","185"
"16069","1399","257.925668","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.001008000","0.441323000","","61","245","193","193"
"16098","1401","258.329165","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.005263000","0.403740000","","61","241","189","189"
"16104","1403","258.449858","37.120.249.45","192.168.0.100","HTTP","263","GET / HTTP/1.1 ","","0.007038000","0.359940000","","61","249","197","197"
"16129","1405","258.831748","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001782000","0.342070000","","61","241","189","189"
"16175","1407","259.490003","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001224000","0.390822000","","61","241","189","189"
"16181","1409","259.610464","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002454000","0.313120000","","61","237","185","185"
"16191","1411","259.734041","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001649000","0.376903000","","61","237","185","185"
"16245","1413","260.648978","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001510000","0.269117000","","61","237","185","185"
"16250","1415","260.669188","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001593000","0.263732000","","61","241","189","189"
"16265","1413","260.853007","37.120.249.45","192.168.0.100","HTTP","251","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.001510000","0.473146000","","61","237","185","185"
"16281","1417","261.300724","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001023000","0.516429000","","61","241","189","189"
"16319","1419","261.808846","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.001072000","0.389281000","","61","245","193","193"
"16326","1421","261.849388","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001076000","0.285022000","","61","241","189","189"
"16362","1423","262.477653","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001811000","0.588555000","","61","241","189","189"
"16395","1425","263.008839","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002695000","0.467414000","","61","241","189","189"
"16401","1427","263.019057","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.001915000","0.258865000","","61","245","193","193"
"16419","1427","263.222986","37.120.249.45","192.168.0.100","HTTP","259","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.001915000","0.462794000","","61","245","193","193"
"16433","1429","263.694008","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001549000","0.533915000","","61","241","189","189"
"16466","1431","264.119288","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002186000","0.282472000","","61","241","189","189"
"16472","1433","264.208831","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.003433000","0.339626000","","61","241","189","189"
"16505","1437","264.758744","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001043000","0.409867000","","61","241","189","189"
"16538","1439","265.279200","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.002036000","0.388463000","","61","245","193","193"
"16561","1441","265.494471","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001776000","0.463852000","","61","241","189","189"
"16585","1443","265.771141","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001988000","0.276869000","","61","241","189","189"
"16633","1447","266.253791","37.120.249.45","192.168.0.100","HTTP","263","GET / HTTP/1.1 ","","0.001762000","0.298866000","","61","249","197","197"
"16677","1451","266.859128","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002035000","0.319667000","","61","237","185","185"
"16695","1453","267.059961","37.120.249.45","192.168.0.100","HTTP","263","GET / HTTP/1.1 ","","0.002166000","0.354325000","","61","249","197","197"
"16701","1451","267.074145","37.120.249.45","192.168.0.100","HTTP","251","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.002035000","0.534684000","","61","237","185","185"
"16711","1455","267.279801","37.120.249.45","192.168.0.100","HTTP","263","GET / HTTP/1.1 ","","0.001597000","0.374019000","","61","249","197","197"
"16739","1457","267.866091","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.001504000","0.341858000","","61","245","193","193"
"16771","1459","268.369719","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.001857000","0.395735000","","61","245","193","193"
"16777","1461","268.408530","37.120.249.45","192.168.0.100","HTTP","267","GET / HTTP/1.1 ","","0.002171000","0.294454000","","61","253","201","201"
"16807","1463","269.085978","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.001850000","0.542252000","","61","245","193","193"
"16826","1463","269.290660","37.120.249.45","192.168.0.100","HTTP","259","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.001850000","0.746934000","","61","245","193","193"
"16842","1465","269.542861","37.120.249.45","192.168.0.100","HTTP","263","GET / HTTP/1.1 ","","0.005288000","0.338675000","","61","249","197","197"
"16848","1467","269.633722","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.001316000","0.324399000","","61","245","193","193"
"16869","1467","269.836611","37.120.249.45","192.168.0.100","HTTP","259","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.001316000","0.527288000","","61","245","193","193"
"16902","1469","270.516203","37.120.249.45","192.168.0.100","HTTP","267","GET / HTTP/1.1 ","","0.001658000","0.737314000","","61","253","201","201"
"16930","1471","270.828608","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.002880000","0.312264000","","61","245","193","193"
"16931","1472","270.828804","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.002780000","0.312183000","","61","245","193","193"
"16995","1475","271.808968","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.002730000","0.389849000","","61","233","181","181"
"17001","1477","271.952841","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.003062000","0.403643000","","61","237","185","185"
"17012","1479","272.093707","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002641000","0.429427000","","61","237","185","185"
"17057","1482","272.893531","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001636000","0.264842000","","61","237","185","185"
"17065","1482","273.097566","37.120.249.45","192.168.0.100","HTTP","251","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.001636000","0.468877000","","61","237","185","185"
"17074","1484","273.179168","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002091000","0.404566000","","61","237","185","185"
"17090","1486","273.442592","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001563000","0.302490000","","61","241","189","189"
"17126","1488","273.959193","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001519000","0.370779000","","61","241","189","189"
"17161","1490","274.253113","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.002946000","0.469142000","","61","245","193","193"
"17180","1492","274.503663","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.004157000","0.337208000","","61","241","189","189"
"17203","1494","274.887132","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001894000","0.313539000","","61","241","189","189"
"17244","1496","275.341016","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001107000","0.317008000","","61","241","189","189"
"17256","1498","275.565963","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002405000","0.297486000","","61","241","189","189"
"17279","1500","275.911138","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.001609000","0.287699000","","61","245","193","193"
"17316","1502","276.403434","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001229000","0.354120000","","61","241","189","189"
"17329","1502","276.605245","37.120.249.45","192.168.0.100","HTTP","255","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.001229000","0.555931000","","61","241","189","189"
"17339","1504","276.688826","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.004366000","0.430242000","","61","241","189","189"
"17355","1506","276.938595","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.009062000","0.338757000","","61","237","185","185"
"17386","1508","277.238379","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002841000","0.293770000","","61","241","189","189"
"17424","1510","277.673601","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001037000","0.284289000","","61","237","185","185"
"17434","1512","277.873384","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001490000","0.273951000","","61","237","185","185"
"17460","1514","278.228283","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001257000","0.299255000","","61","237","185","185"
"17499","1516","278.761312","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.001847000","0.392512000","","61","233","181","181"
"17517","1518","279.038141","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.003785000","0.424148000","","61","237","185","185"
"17533","1520","279.306566","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.008004000","0.421889000","","61","237","185","185"
"17572","1522","279.841881","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002030000","0.281918000","","61","237","185","185"
"17582","1524","279.943165","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.003529000","0.349749000","","61","237","185","185"
"17594","1524","280.147140","37.120.249.45","192.168.0.100","HTTP","251","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.003529000","0.553724000","","61","237","185","185"
"17599","1526","280.246201","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001625000","0.404533000","","61","237","185","185"
"17638","1528","280.858030","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001510000","0.364756000","","61","237","185","185"
"17661","1530","281.143083","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002574000","0.514325000","","61","241","189","189"
"17669","1532","281.283739","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001491000","0.305327000","","61","237","185","185"
"17708","1534","281.808932","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.000994000","0.380687000","","61","237","185","185"
"17730","1536","282.092843","37.120.249.45","192.168.0.100","HTTP","267","GET / HTTP/1.1 ","","0.005607000","0.424724000","","61","253","201","201"
"17738","1538","282.233169","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.001382000","0.314800000","","61","233","181","181"
"17778","1540","282.738335","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001037000","0.369989000","","61","237","185","185"
"17801","1542","283.024148","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001996000","0.408748000","","61","237","185","185"
"17811","1544","283.253110","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001128000","0.259552000","","61","237","185","185"
"17848","1546","283.623256","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001994000","0.304770000","","61","241","189","189"
"17866","1548","284.259391","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001973000","0.696114000","","61","237","185","185"
"17895","1550","284.668712","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001215000","0.409721000","","61","241","189","189"
"17900","1552","284.765560","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001581000","0.370645000","","61","241","189","189"
"17931","1554","285.352928","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001598000","0.324868000","","61","241","189","189"
"17963","1556","285.878062","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.000997000","0.384783000","","61","241","189","189"
"17982","1558","286.138228","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.001211000","0.498043000","","61","245","193","193"
"18036","1563","286.929477","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.001488000","0.304382000","","61","245","193","193"
"18060","1565","287.219040","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.001140000","0.516065000","","61","245","193","193"
"18071","1567","287.466856","37.120.249.45","192.168.0.100","HTTP","263","GET / HTTP/1.1 ","","0.001613000","0.400969000","","61","249","197","197"
"18117","1569","288.447942","37.120.249.45","192.168.0.100","HTTP","263","GET / HTTP/1.1 ","","0.001707000","0.695773000","","61","249","197","197"
"18126","1571","288.695845","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002484000","0.755330000","","61","241","189","189"
"18135","1573","288.733903","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.003580000","0.535497000","","61","245","193","193"
"18164","1575","289.361373","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.003455000","0.320928000","","61","237","185","185"
"18198","1577","289.890403","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001086000","0.392251000","","61","237","185","185"
"18222","1579","290.177796","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001918000","0.539847000","","61","241","189","189"
"18230","1579","290.380261","37.120.249.45","192.168.0.100","HTTP","255","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.001918000","0.742312000","","61","241","189","189"
"18232","1581","290.415280","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.001600000","0.270122000","","61","245","193","193"
"18271","1583","290.909426","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001859000","0.386503000","","61","241","189","189"
"18290","1585","291.194290","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.001371000","0.425985000","","61","245","193","193"
"18305","1587","291.462460","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.000992000","0.323983000","","61","237","185","185"
"18339","1589","292.007817","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001568000","0.403885000","","61","237","185","185"
"18360","1591","292.294442","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.004186000","0.541356000","","61","237","185","185"
"18370","1593","292.522468","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001049000","0.265568000","","61","237","185","185"
"18406","1595","293.037772","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001513000","0.388911000","","61","237","185","185"
"18428","1597","293.322505","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002535000","0.429659000","","61","241","189","189"
"18437","1599","293.462696","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001062000","0.314842000","","61","241","189","189"
"18477","1601","294.167883","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001277000","0.493410000","","61","241","189","189"
"18499","1603","294.457324","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.002190000","0.539469000","","61","245","193","193"
"18508","1605","294.694117","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.004135000","0.278427000","","61","245","193","193"
"18548","1607","295.342632","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001767000","0.494461000","","61","241","189","189"
"18566","1609","295.628823","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.001002000","0.520771000","","61","245","193","193"
"18578","1611","295.898787","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.004042000","0.305605000","","61","245","193","193"
"18650","1613","296.439168","37.120.249.45","192.168.0.100","HTTP","263","GET / HTTP/1.1 ","","0.002189000","0.400932000","","61","249","197","197"
"18668","1615","296.707619","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002092000","0.424728000","","61","241","189","189"
"18689","1617","297.005824","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.002080000","0.327677000","","61","245","193","193"
"18718","1619","297.349813","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.001576000","0.275138000","","61","233","181","181"
"18744","1621","297.679416","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001978000","0.264763000","","61","237","185","185"
"18777","1623","298.163242","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002822000","0.395059000","","61","237","185","185"
"18801","1625","298.542799","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002389000","0.379690000","","61","237","185","185"
"18834","1627","298.852315","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001981000","0.309138000","","61","237","185","185"
"18843","1629","299.097566","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.001260000","0.303284000","","61","233","181","181"
"18882","1631","299.437551","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.000977000","0.297784000","","61","237","185","185"
"18892","1633","299.687357","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001949000","0.280704000","","61","237","185","185"
"18922","1635","300.053320","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.005954000","0.325833000","","61","237","185","185"
"18950","1637","300.419734","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.004369000","0.366685000","","61","237","185","185"
"18963","1639","300.642618","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.002145000","0.339952000","","61","233","181","181"
"18989","1641","301.033734","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.003074000","0.330847000","","61","237","185","185"
"19023","1643","301.353827","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001802000","0.268099000","","61","237","185","185"
"19052","1645","301.700220","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.003994000","0.296660000","","61","233","181","181"
"19092","1647","302.162219","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001319000","0.317369000","","61","237","185","185"
"19113","1649","302.447212","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002865000","0.349761000","","61","237","185","185"
"19124","1651","302.694302","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.001676000","0.286740000","","61","233","181","181"
"19165","1653","303.305872","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.003340000","0.583218000","","61","237","185","185"
"19194","1655","303.644150","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001310000","0.338390000","","61","237","185","185"
"19204","1657","303.891459","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001835000","0.388171000","","61","237","185","185"
"19224","1657","304.095035","37.120.249.45","192.168.0.100","HTTP","251","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.001835000","0.591747000","","61","237","185","185"
"19229","1659","304.207196","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001905000","0.277178000","","61","237","185","185"
"19267","1661","304.702309","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002602000","0.349444000","","61","241","189","189"
"19296","1663","305.105529","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002266000","0.495175000","","61","237","185","185"
"19316","1663","305.310655","37.120.249.45","192.168.0.100","HTTP","251","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.002266000","0.700301000","","61","237","185","185"
"19331","1665","305.462829","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001812000","0.357067000","","61","237","185","185"
"19340","1667","305.682226","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002887000","0.327982000","","61","241","189","189"
"19372","1669","306.081251","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001947000","0.333963000","","61","237","185","185"
"19399","1671","306.478848","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.004438000","0.401736000","","61","237","185","185"
"19424","1673","306.828523","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001391000","0.349816000","","61","241","189","189"
"19454","1675","307.182502","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001717000","0.354155000","","61","237","185","185"
"19460","1677","307.317088","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.004633000","0.270730000","","61","241","189","189"
"19492","1679","307.814981","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001518000","0.282786000","","61","237","185","185"
"19524","1681","308.302220","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001004000","0.347229000","","61","237","185","185"
"19538","1683","308.588417","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002102000","0.490439000","","61","237","185","185"
"19571","1685","309.315186","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001795000","0.726688000","","61","241","189","189"
"19588","1687","309.499600","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.002302000","0.326738000","","61","233","181","181"
"19600","1689","309.732032","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001980000","0.374753000","","61","237","185","185"
"19649","1691","310.456874","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001514000","0.343885000","","61","237","185","185"
"19666","1693","310.634874","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002028000","0.387700000","","61","237","185","185"
"19700","1695","311.269877","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001981000","0.557101000","","61","237","185","185"
"19741","1697","311.702502","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001867000","0.304516000","","61","241","189","189"
"19746","1699","311.781985","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.004725000","0.299142000","","61","233","181","181"
"19760","1699","311.985909","37.120.249.45","192.168.0.100","HTTP","247","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.004725000","0.503066000","","61","233","181","181"
"19780","1701","312.288443","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001469000","0.285810000","","61","237","185","185"
"19815","1703","312.988968","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001579000","0.528585000","","61","237","185","185"
"19835","1705","313.256806","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.007290000","0.544622000","","61","237","185","185"
"19847","1707","313.512055","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001050000","0.274783000","","61","241","189","189"
"19883","1709","314.173235","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.004930000","0.518961000","","61","237","185","185"
"19905","1711","314.456969","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.003087000","0.559951000","","61","237","185","185"
"19915","1713","314.709900","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001626000","0.271633000","","61","241","189","189"
"19952","1715","315.354453","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001802000","0.506364000","","61","237","185","185"
"19959","1715","315.557856","37.120.249.45","192.168.0.100","HTTP","251","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.001802000","0.709767000","","61","237","185","185"
"19965","1717","315.628243","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.002876000","0.528134000","","61","233","181","181"
"19987","1719","315.894324","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002168000","0.266203000","","61","237","185","185"
"20047","1721","316.371957","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001820000","0.340005000","","61","237","185","185"
"20069","1724","316.671742","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.005850000","0.394754000","","61","241","189","189"
"20076","1726","316.832291","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.005980000","0.295428000","","61","245","193","193"
